%um O O 
n't O O 
have O O 
it O O 
but O O 
yeah O O 
if O O 
you O O 
just O O 
separate O O 
normally O O 
and O O 
you O O 
have O O 
n't O O 
served O O 
at B-DATE O 
least I-DATE O 
eight I-DATE B-DATE 
years I-DATE I-DATE 
, O O 
then O O 
you O O 
owe O O 
it O O 
. O O 
And O O 
that O O 
's O O 
one O O 
of O O 
those O O 
things O O 
they O O 
just O O 
never O O 
tell O O 
you O O 
up O O 
front O O 
. O O 

No O O 
. O O 
They O O 
never O O 
said O O 
anything O O 
I O O 
figured O O 
there O O 
was O O 
something O O 
like O O 
that O O 
because O O 
And O O 
I O O 
was O O 
in O O 
the O O 
inactive O O 
reserves O O 
the O O 
entire O O 
time O O 
I O O 
was O O 
in O O 
college O O 
too O O 
. O O 
So O O 
. O O 

yeah O O 
. O O 
I O O 
mean O O 
that O O 
's O O 
the O O 
military O O 
. O O 
I O O 
have O O 
my O O 
discharge O O 
papers O O 
and O O 
everything O O 
uh-huh O O 
. O O 
and O O 
I O O 
've O O 
said O O 
that O O 
yeah O O 
I O O 
will O O 
give O O 
a O O 
urine O O 
sample O O 
or O O 
a O O 
blood O O 
sample O O 
if O O 
they O O 
call O O 
me O O 
back O O 
for O O 
those O O 
, O O 
but O O 
they O O 
're O O 
going O O 
to O O 
have O O 
to O O 
pay O O 
my O O 
trip O O 
back O O 
to O O 
the B-GPE O 
states I-GPE O 
. O O 
because O O 
there O O 
's O O 
no O O 
bases O O 
in O O 
Holland B-GPE B-GPE 
and O O 
I O O 
'm O O 
not O O 
going O O 
to O O 
pay O O 
out O O 
of O O 
my O O 
own O O 
expenses O O 
to O O 
go O O 
to O O 
Germany B-GPE B-GPE 
or O O 
something O O 
for O O 
them O O 
. O O 

If O O 
they O O 
want O O 
me O O 
they O O 
can O O 
pay O O 
, O O 
bring O O 
me O O 
back O O 
active O O 
duty O O 
and O O 
pay O O 
me O O 
for O O 
the O O 
day O O 
if O O 
they O O 
're O O 
going O O 
to O O 
drag O O 
me O O 
off O O 
somewhere O O 
. O O 
But O O 
%uh O O 
, O O 
first B-ORDINAL O 
they O O 
have O O 
to O O 
find O O 
me O O 
. O O 
yeah O O 
, O O 
that O O 
's O O 
the O O 
other O O 
it O O 
was O O 
i- O O 
, O O 

if O O 
you O O 
're O O 
in O O 
another O O 
country O O 
I O O 
mean O O 
and O O 
you O O 
're O O 
not O O 
planning O O 
on O O 
coming O O 
back O O 
to O O 
the B-GPE B-GPE 
U I-GPE I-GPE 
S I-GPE I-GPE 
what O O 
are O O 
they O O 
going O O 
to O O 
do O O 
even O O 
if O O 
you O O 
do O O 
n't O O 
. O O 
yeah O O 
. O O 
Well O O 
I O O 
mean O O 
I O O 
'm O O 
still O O 
American B-NORP O 
citizen O O 
and O O 
I O O 
still O O 
would O O 
like O O 
to O O 
be O O 
welcome O O 
in O O 
my O O 
own O O 
country O O 
. O O 
Although O O 
g- O O 

%uh O O 
I O O 
mean O O 
if O O 
they O O 
denied O O 
my O O 
citizenship O O 
and O O 
I O O 
became O O 
a O O 
citizen O O 
here O O 
I O O 
probably O O 
would O O 
n't O O 
be O O 
a O O 
horror O O 
either O O 
, O O 
but O O 
%uh O O 
yeah O O 
right O O 
now O O 
I O O 
mean O O 
I O O 
do O O 
want O O 
to O O 
keep O O 
my O O 
American B-NORP B-NORP 
citizenship O O 
so O O 
. O O 
I O O 
kind O O 
of O O 
want O O 
to O O 

Are O O 
you O O 
going O O 
to O O 
become O O 
a O O 
dual O O 
citizen O O 
? O O 
What O O 
's O O 
that O O 
? O O 
Are O O 
you O O 
going O O 
to O O 
try O O 
and O O 
become O O 
a O O 
dual O O 
citizen O O 
? O O 
Have O O 
dual O O 
citizenship O O 
? O O 
You O O 
ca O O 
n't O O 
do O O 
that O O 
, O O 

%um O O 
, O O 
the O O 
only O O 
way O O 
to O O 
be O O 
a O O 
dual O O 
citizen O O 
is O O 
if O O 
you O O 
're O O 
born O O 
in O O 
a O O 
foreign O O 
country O O 
like O O 
if O O 
I O O 
were O O 
born O O 
in O O 
Holland B-GPE B-GPE 
and O O 
then O O 
had O O 
American B-NORP B-NORP 
parents O O 
. O O 
Then O O 
I O O 
could O O 
be O O 
a O O 
dual O O 
citizen O O 
. O O 
But O O 
you O O 
ca O O 
n't O O 
If O O 
I O O 
would O O 
to O O 
ask O O 
to O O 
become O O 
a O O 
citizen O O 
in O O 
Holland B-GPE B-GPE 
I O O 
would O O 
automatically O O 
lose O O 
my O O 
American B-NORP B-NORP 
citizenship O O 
. O O 
As O O 
far O O 
as O O 
the O O 
Americans B-NORP B-NORP 
are O O 
concerned O O 
, O O 
yeah O O 
. O O 

yeah O O 
. O O 
The O O 
Dutch B-NORP B-NORP 
could O O 
care O O 
less O O 
. O O 
The O O 
Dutch B-NORP B-NORP 
would O O 
say O O 
fine O O 
want O O 
to O O 
be O O 
a O O 
dual O O 
citizen O O 
, O O 
that O O 
's O O 
fine O O 
, O O 

but O O 
the O O 
Americans B-NORP B-NORP 
as O O 
soon O O 
as O O 
you O O 
ask O O 
for O O 
another O O 
citizenship O O 
that O O 
act O O 
of O O 
asking O O 
for O O 
it O O 
takes O O 
away O O 
your O O 
American B-NORP B-NORP 
citizenship O O 
. O O 
I O O 
mean O O 
it O O 
's O O 
kind O O 
of O O 
stupid O O 
. O O 
yeah O O 
. O O 
So O O 
I O O 
'm O O 
an O O 
expatriot O O 
. O O 
An O O 
American B-NORP B-NORP 
expatriot O O 
. O O 

An O O 
American B-NORP B-NORP 
living O O 
abroad O O 
. O O 
I O O 
still O O 
have O O 
to O O 
file O O 
a O O 
tax O O 
return O O 
. O O 
Do O O 
you O O 
? O O 
yeah O O 
. O O 
But O O 
my O O 
first B-ORDINAL B-ORDINAL 
seventy B-MONEY B-MONEY 
five I-MONEY I-MONEY 
thousand I-MONEY I-MONEY 
dollars I-MONEY I-MONEY 
worth O O 
of O O 
income O O 
is O O 
tax O O 
free O O 
. O O 

Good O O 
grief O O 
. O O 
As O O 
long O O 
as O O 
I O O 
do O O 
n't O O 
bring O O 
it O O 
back O O 
to O O 
the O O 
states O O 
. O O 
Good O O 
grief O O 
. O O 
I B-ORG O 
R I-ORG O 
S I-ORG O 
for O O 
you O O 
, O O 
%huh O O 
? O O 
yeah O O 
. O O 

oh O O 
they O O 
want O O 
their O O 
share O O 
. O O 
They O O 
want O O 
their O O 
piece O O 
of O O 
meat O O 
. O O 
But O O 
all O O 
foreign O O 
taxes O O 
are O O 
deductible O O 
, O O 
and O O 
my O O 
taxes O O 
here O O 
are O O 
fifty B-PERCENT B-PERCENT 
percent I-PERCENT I-PERCENT 
of O O 
income O O 
. O O 
So O O 
the O O 
taxes O O 
here O O 
are O O 
so O O 
much O O 
higher O O 
that O O 
, O O 
yeah O O 
I O O 
would O O 
never O O 
have O O 
to O O 
worry O O 
about O O 
it O O 
. O O 

Unless O O 
you O O 
became O O 
C O O 
E O O 
O O O 
of O O 
the O O 
company O O 
then O O 
maybe O O 
like O B-MONEY 
a B-MONEY I-MONEY 
thousand I-MONEY I-MONEY 
dollars I-MONEY I-MONEY 
would O O 
be O O 
taxable O O 
, O O 
right O O 
? O O 
yeah O O 
. O O 
Somehow O O 
it O O 
raises O O 
a O O 
small O O 
amount O O 
. O O 
the O O 
problem O O 
's O O 
going O O 
to O O 
%uh O O 
be O O 
Anya B-PERSON B-PERSON 
's O O 
American B-NORP B-NORP 
salary O O 
is O O 
taxable O O 
here O O 
and O O 
at O O 
fifty B-PERCENT B-PERCENT 
percent I-PERCENT I-PERCENT 
so O O 
we O O 
're O O 
going O O 
to O O 
owe O O 
some O O 
money O O 
to O O 
the B-ORG O 
Dutch I-ORG B-NORP 
government I-ORG O 
on O O 
her O O 
salary O O 
. O O 

aw O O 
. O O 
Some O O 
amount O O 
that O O 
has O O 
to O O 
be O O 
deducted O O 
a O O 
certain O O 
amount O O 
and O O 
the O O 
amount O O 
we O O 
pay O O 
the B-ORG O 
American I-ORG B-NORP 
government I-ORG O 
is O O 
deductible O O 
, O O 
but O O 
we O O 
'll O O 
still O O 
owe O O 
some O O 
taxes O O 
. O O 
Th- O O 
, O O 

see O O 
I O O 
do O O 
n't O O 
know O O 
how O O 
it O O 
works O O 
. O O 
we O O 
're O O 
going O O 
to O O 
be O O 
in O O 
need O O 
of O O 
some O O 
sort O O 
of O O 
accountant O O 
do O O 
it O O 
cause O O 
I O O 
have O O 
no O O 
clue O O 
how O O 
that O O 
all O O 
works O O 
. O O 
They O O 
do O O 
n't O O 
have O O 
the O O 
Quicken B-PRODUCT O 
Dutch B-LANGUAGE B-NORP 
version O O 
? O O 
yeah O O 
. O O 
%ah O O 
, O O 
you O O 
know O O 
I O O 
would O O 
n't O O 
trust O O 
it O O 
because O O 
it O O 
's O O 
so O O 
complicated O O 
with O O 
this O O 
international O O 
garbage O O 
or O O 
else O O 
the B-PRODUCT O 
Turbo I-PRODUCT O 
Tax I-PRODUCT O 
with O O 
the O O 
Dutch B-LANGUAGE B-NORP 
modules O O 
. O O 
that O O 
I O O 
just O O 
would O O 
n't O O 
trust O O 
it O O 
. O O 

I O O 
do O O 
n't O O 
know O O 
, O O 
%eh O O 
. O O 
yeah O O 
. O O 
So O O 
complicated O O 
when O O 
you O O 
're O O 
dealing O O 
with O O 
a O O 
Dutch B-LANGUAGE B-NORP 
tax O O 
form O O 
. O O 
Anya B-PERSON B-PERSON 
had O O 
to O O 
read O O 
it O O 
and O O 
Anya B-PERSON B-PERSON 
and O O 
her O O 
father O O 
did O O 
n't O O 
understand O O 
the O O 
damn O O 
thing O O 
. O O 

How O O 
am O O 
I O O 
supposed O O 
to O O 
understand O O 
it O O 
? O O 
I O O 
'm O O 
really O O 
looking O O 
forward O O 
to O O 
moving O O 
to O O 
Oregon B-GPE B-GPE 
and O O 
dealing O O 
with O O 
, O O 
Oregon B-GPE B-GPE 
you O O 
pay O O 
state O O 
tax O O 
Washington B-GPE B-GPE 
you O O 
do O O 
n't O O 
. O O 
I O O 
'm O O 
looking O O 
forward O O 
to O O 
that O O 
cause O O 
%uh O O 

but O O 
You O O 
'll O O 
be O O 
a O O 
student O O 
so O O 
you O O 
, O O 
I O O 
mean O O 
you O O 
're O O 
what O O 
is O O 
your O O 
income O O 
? O O 
oh O O 
, O O 
well O O 

See O O 
I O O 
think O O 
y- O O 
, O O 
%um O O 
, O O 
it O O 
'll O O 
probably O O 
be O O 
about B-MONEY B-MONEY 
five I-MONEY I-MONEY 
thousand I-MONEY I-MONEY 
dollars I-MONEY I-MONEY 
the B-DATE O 
portion I-DATE O 
of I-DATE O 
this I-DATE O 
year I-DATE O 
that O O 
I O O 
'm O O 
in O O 
Oregon B-GPE B-GPE 
and O O 
then O O 
next B-DATE O 
year I-DATE I-DATE 
it O O 
'll O O 
be O O 
eleven B-CARDINAL B-CARDINAL 
thousand I-CARDINAL I-CARDINAL 
. O O 
yeah O O 
. O O 
But O O 
I O O 
mean O O 
you O O 
're O O 
below O O 
the O O 
poverty O O 
line O O 
at O O 
that O O 
level O O 
. O O 

yeah O O 
. O O 
So O O 
I O O 
mean O O 
any O O 
income O O 
that O O 
y- O O 
But O O 
then O O 
I O O 
've O O 
already O O 
made O O 
say O O 
like B-CARDINAL B-CARDINAL 
fifteen I-CARDINAL I-CARDINAL 
thousand I-CARDINAL I-CARDINAL 
or O O 
whatever O O 
here O O 
in O O 
Washington B-GPE O 
That O O 
should O O 
be O O 
non O O 
taxable O O 
out O O 
of O O 
state O O 
income O O 
. O O 
It O O 
should O O 

but O O 
you O O 
know O O 
it O O 
's O O 
not O O 
going O O 
to O O 
be O O 
a O O 
fun O O 
tax O O 
return O O 
year B-DATE O 
. O O 
I O O 
had O O 
that O O 
when O O 
I O O 
went O O 
into O O 
the O O 
military O O 
. O O 
But O O 
then O O 
again O O 
. O O 
I O O 
had O O 
Kans- O O 
, O O 
I O O 
had O O 
to O O 
file O O 
three B-CARDINAL B-CARDINAL 
taxes O O 
. O O 

I O O 
had O O 
to O O 
file O O 
Georgia B-GPE B-GPE 
, O O 
Kansas B-GPE B-GPE 
yeah O O 
and O O 
then O O 
my O O 
federal O O 
. O O 
So O O 
. O O 
Well O O 
, O O 
%um O O 
actually O O 
I O O 
think O O 
this O O 
phone O O 
call O O 
's O O 
just O O 
about O O 
to O O 
end O O 
cause O O 
it O O 
's O O 
only O O 
half B-TIME B-TIME 
an I-TIME I-TIME 
hour I-TIME I-TIME 
, O O 
but O O 
%um O O 
So O O 
let O O 
's O O 
see O O 
. O O 

I O O 
'll O O 
give O O 
you O O 
a O O 
call O O 
when O O 
we O O 
arrive O O 
in O O 
h- O O 
, O O 
or O O 
maybe O O 
I O O 
'll O O 
just O O 
call O O 
you O O 
when O O 
we O O 
get O O 
in O O 
Holland B-GPE B-GPE 
just O O 
to O O 
let O O 
you O O 
know O O 
we O O 
're O O 
there O O 
, O O 
so O O 
if O O 
we O O 
get O O 
in O O 
the B-DATE B-DATE 
eighteenth I-DATE B-DATE 
or O O 
the B-DATE B-DATE 
nineteenth I-DATE I-DATE 
and O O 
then O O 
call O O 
you O O 
back O O 
%um O O 
when O O 
we O O 
get O O 
to O O 
a O O 
hotel O O 
or O O 
something O O 
like O O 
that O O 
. O O 
okay O O 
that O O 
's O O 
a O O 
great O O 
idea O O 
. O O 
as O O 
soon O O 
as O O 
you O O 
get O O 
into O O 
Holland B-GPE B-GPE 
and O O 
get O O 
yourself O O 
settled O O 
you O O 
can O O 
call O O 
me O O 

and O O 
%uh O O 
if O O 
it O O 
's O O 
at O O 
night B-TIME O 
, O O 
just O O 
call O O 
Anya B-PERSON B-PERSON 
's O O 
parents O O 
okay O O 
so O O 
and O O 
remember O O 
that O O 
if O O 
you O O 
dial O O 
in O O 
Holland B-GPE B-GPE 
you O O 
need O O 
to O O 
add O O 
a O O 
zero B-CARDINAL B-CARDINAL 
so O O 
like O O 
right O O 
now O O 
okay O O 
it O O 
's O O 
one B-CARDINAL B-CARDINAL 
eight B-CARDINAL B-CARDINAL 
one B-CARDINAL B-CARDINAL 
zero B-CARDINAL B-CARDINAL 
area O O 
code O O 
. O O 
If O O 
you O O 
dial O O 
in O O 
Holland B-GPE B-GPE 
, O O 
it O O 
's O O 
zero B-CARDINAL B-CARDINAL 
one B-CARDINAL B-CARDINAL 
eight B-CARDINAL B-CARDINAL 
one B-CARDINAL B-CARDINAL 
zero B-CARDINAL B-CARDINAL 
. O O 
okay O O 
in O O 
Holland B-GPE B-GPE 

and O O 
then O O 
yeah O O 
you O O 
can O O 
just O O 
call O O 
up O O 
if O O 
it O O 
's O O 
during O O 
the B-TIME O 
work I-TIME O 
hours I-TIME O 
, O O 
fine O O 
, O O 
call O O 
me O O 
at O O 
work O O 
. O O 
If O O 
not O O 
, O O 
call O O 
Anya B-PERSON B-PERSON 
's O O 
parents O O 
if O O 
you O O 
do O O 
n't O O 
have O O 
a O O 
new O O 
phone O O 
number O O 
for O O 
me O O 
. O O 
And O O 
if O O 
you O O 
do O O 
, O O 
I O O 
'll O O 
send O O 
it O O 
by O O 
email O O 
okay O O 
if O O 
I O O 
get O O 
it O O 
before B-DATE O 
this I-DATE O 
weekend I-DATE O 
we O O 
'll O O 
email O O 
you O O 
something O O 

but O O 
if O O 
you O O 
do O O 
n't O O 
get O O 
email O O 
then O O 
just O O 
call O O 
Anya B-PERSON B-PERSON 
's O O 
parents O O 
If O O 
we O O 
have O O 
a O O 
phone O O 
by O O 
then O O 
, O O 
they O O 
'll O O 
be O O 
able O O 
to O O 
give O O 
you O O 
the O O 
number O O 
and O O 
just O O 
remember O O 
to O O 
ask O O 
for O O 
her O O 
mother O O 
. O O 
and O O 
it O O 
's O O 
Goode B-PERSON B-PERSON 
, O O 
right O O 
Bode B-PERSON O 

as O O 
in O O 
abode O O 
minus O O 
the O O 
A O O 
and O O 
I O O 
think O O 
%uh O O 
%uh O O 
it O O 
's O O 
not O O 
Frau O B-PERSON 
%uh O O 
%ah O O 
%uh O O 
It O O 
's O O 
Mifrau O B-PERSON 

it O O 
's O O 
Frau O B-PERSON 
in O O 
German B-LANGUAGE B-LANGUAGE 
it O O 
's O O 
Frau O O 
and O O 
then O O 
Dutch B-LANGUAGE B-LANGUAGE 
it O O 
's O O 
Mifrau O B-PERSON 
I O O 
'll O O 
probably O O 
never O O 
remember O O 
that O O 
so O O 
hope O O 
they O O 
wo O O 
n't O O 
be O O 
offended O O 
. O O 

nah O O 
do O O 
n't O O 
worry O O 
about O O 
it O O 
. O O 
You O O 
can O O 
just O O 
call O O 
her O O 
Missus O O 
you O O 
can O O 
just O O 
call O O 
her O O 
Missus O O 
and O O 
speak O O 
English B-LANGUAGE B-LANGUAGE 
to O O 
her O O 
. O O 
she O O 
understands O O 
just O O 
talk O O 
slowly O O 
and O O 
clearly O O 
. O O 

and O O 
once O O 
you O O 
're O O 
in O O 
Holland B-GPE B-GPE 
the O O 
line O O 
will O O 
be O O 
really O O 
clear O O 
. O O 
I O O 
mean O O 
the O O 
phones O O 
here O O 
are O O 
pretty O O 
good O O 
. O O 
once O O 
you O O 
're O O 
in O O 
the O O 
country O O 
. O O 
It O O 
's O O 
just O O 
these O O 
to O O 
America B-GPE B-GPE 
it O O 
's O O 
always O O 
kind O O 
of O O 
iffy O O 

